"ABBREVIATE_CHART_LABELS";"Abbreviate chart labels"
"publication";"Publication:"
"pwreqinfo";"Hello...<br /><br />An email with your new password was sent to the address that is known to Genmod.<br /><br />Please check your email account; you should receive our message soon.<br /><br />Recommendation:<br />You should login to this site with your new password as soon as possible, and you should change your password to maintain your data's security."
"qm";"?"
"qm_ah";"?"
"qs_calendar";"Use the calendar to search by date"
"qs_findfam";"Find a family from the list"
"qs_findindi";"Find an individual from the list"
"qs_jump";"Quick Jump to"
"qs_login";"Login with your existing account"
"qs_search_all";"Search all gedcoms with Quick Start?"
"query";"Query"
"query_exec_time";"Query execution time:"
"quick_update_instructions";"This page allows you to quickly update information for an individual.  You only need to fill out the information that is new or that has changed from what is currently in the database.  After your changes have been submitted they have to be reviewed by an administrator before they will become visible to all."
"quick_update_title";"Quick Update"
"quickstart";"Quick Start"
"quickstart_block";"Quick Start"
"rabbi";"Rabbi"
"random_media_block";"Random Media"
"random_media_descr";"The Random Media block randomly selects a photo or other media item from the currently active database and displays it to the user."
"random_picture";"Random Picture"
"rcblock_show_fam";"Show changes for families"
"rcblock_show_indi";"Show changes for individuals"
"rcblock_show_obje";"Show changes for media items"
"rcblock_show_repo";"Show changes for repositories"
"rcblock_show_sour";"Show changes for sources"
"reading_file";"Reading GEDCOM file"
"readme_documentation";"README documentation"
"rebuild_indexes";"Rebuild indexes"
"rebuilt_isdead";"Isdead status is rebuilt"
"recent_changes";"Recent Changes"
"recent_changes_block";"Recent Changes"
"recent_changes_descr";"The Recent Changes block will list all of the changes that have been made to the database in the last month.  This block can help you stay current with the changes that have been made.  Changes are detected automatically, using the CHAN tag defined in the GEDCOM Standard."
"recent_changes_none";"There have been no changes within the last #gm_lang[global_num3]# days."
"recent_changes_some";"Changes made within the last #gm_lang[global_num3]# days"
"recent_events";"Recent Years (&lt; 100 yrs)"
"record";"Record"
"record_copied";"Record copied to clipboard"
"record_not_removed";"Record #xref# could not be removed from GEDCOM."
"record_not_updated";"Record #pid# could not be updated."
"record_removed";"Record #xref# successfully removed from GEDCOM."
"record_to_be_deleted";"Record to be deleted"
"record_updated";"Record #pid# successfully updated."
"recs_present";"Logrecords present:"
"reduce";"Reduce"
"refresh";"Refresh"
"register_info_01";"~REQUEST NEW USER ACCOUNT~<br /><br />The amount of data that can be publicly viewed on this website may be limited due to applicable law concerning privacy protection. Many people do not want their personal data publicly available on the Internet. Personal data could be misused for spam or identity theft.<br /><br />Access to this site is permitted to every visitor who has a user account. After the administrator has verified and approved your account application, you will be able to login.<br /><br />If Relationship Privacy has been activated you will only be able to access your own close relatives' private information after logging in. The administrator can also allow database editing for certain users, so that they can change or add information.<br /><br />If you need any further support, please use the link below to contact the administrator.<br /><br />"
"register_info_02";"~REQUEST NEW USER ACCOUNT~<br /><br />The amount of data that can be publicly viewed on this website may be limited due to applicable law concerning privacy protection. Many people do not want their personal data publicly available on the Internet. Personal data could be misused for spam or identity theft.<br /><br />Access to this site is permitted to <u>authorized</u> users only. After the administrator has verified and approved your account application, you will be able to login and view the private data.<br /><br />If Relationship Privacy has been activated you will only be able to access your own close relatives' private information after logging in. The administrator can also allow database editing for certain users, so that they can change or add information.<br /><br />If you need any further support, please use the link below to contact the administrator.<br /><br />"
"register_info_03";"~REQUEST NEW USER ACCOUNT~<br /><br />The amount of data that can be publicly viewed on this website may be limited due to applicable law concerning privacy protection. Many people do not want their personal data publicly available on the Internet. Personal data could be misused for spam or identity theft.<br /><br />Access to this site is permitted to <u>family members only</u>. After the administrator has verified and approved your account application, you will be able to login and view the private data.<br /><br />If Relationship Privacy has been activated you will only be able to access your own close relatives' private information after logging in. The administrator can also allow database editing for certain users, so that they can change or add information.<br /><br />If you need any further support, please use the link below to contact the administrator.<br /><br />"
"registernew";"New Account confirmation"
"registry_officer";"Registry Officer"
"reject";"Reject"
"reject_all";"Reject all changes"
"reject_all_confirm";"Are you sure you want to reject all of the changes for this file?"
"reject_successful";"Reject successful"
"rela_husb";"Relationship to husband"
"rela_wife";"Relationship to wife"
"related_event";"Related event"
"relation_families";"Set relation to families and primary display for charts"
"relation_fams_short";"Set child/family relation and chart display"
"relations";"Associates"
"relationship_chart";"Relationship Chart"
"relationship_to_me";"Relationship to me"
"relationstomefamily";"Persons that relate to this family"
"relationstomeperson";"Persons that relate to this person"
"relationstoothers";"Persons and families this person relates to"
"relatives";"Close Relatives"
"relatives_events";"Events of close relatives"
"relatives_report";"Relatives Report"
"relatives_report_ext";"Relatives Report Expanded"
"release_at";"Will be released"
"remember_me";"Remember me from this computer?"
"remove";"Remove"
"remove_child";"Remove this child from the family"
"remove_custom_tags";"Remove custom GM tags? (eg. _GMU, _THUM)"
"remove_person";"Remove Person"
"reorder_children";"Re-order children"
"reorder_families";"Reorder Families"
"reorder_media";"Reorder media items"
