"ABBREVIATE_CHART_LABELS";"Afgekorte veldtitels"
"welcome_text_auth_mode_1";"<b>WELKOM OP DEZE GENEALOGIE WEBSITE</b><br /><br />Toegang tot deze website is voorbehouden aan bezoekers die hiervoor zijn geautoriseerd.<br />Als u al beschikt over een gebruikersnaam en wachtwoord, dan kunt u zich op deze pagina aanmelden.<br /><br />Als u nog geen gebruikersnaam en wachtwoord heeft, kunt u er met behulp van de onderstaande koppeling een aanvragen.<br />Na verificatie van de door u verstrekte informatie zal de sitebeheerder uw gebruikersnaam activeren.<br />Zodra activering heeft plaatsgevonden, ontvangt u hierover een e-mailbericht."
"welcome_text_auth_mode_2";"<b>WELKOM OP DEZE GENEALOGIE WEBSITE</b><br /><br />Toegang tot deze website is voorbehouden aan bezoekers die hiervoor zijn <b>geautoriseerd</b>.<br />Als u al beschikt over een gebruikersnaam en wachtwoord, dan kunt u zich op deze pagina aanmelden.<br /><br />Als u nog geen gebruikersnaam en wachtwoord heeft, kunt u er met behulp van de onderstaande koppeling een aanvragen.<br />Na verificatie van de door u verstrekte informatie kan de sitebeheerder uw aanvraag toekennen of afwijzen.<br />Zodra uw aanvraag wordt toegekend, ontvangt u hierover een e-mailbericht."
"welcome_text_auth_mode_3";"<b>WELKOM OP DEZE GENEALOGIE WEBSITE</b><br /><br />Toegang tot deze website is voorbehouden aan <b>familieleden</b><br /><br />Als u al beschikt over een gebruikersnaam en wachtwoord, dan kunt u zich op deze pagina aanmelden.<br /><br />Als u nog geen gebruikersnaam en wachtwoord heeft, kunt u er met behulp van de onderstaande koppeling een aanvragen.<br />Na verificatie van de door u verstrekte informatie kan de sitebeheerder uw aanvraag toekennen of afwijzen.<br />Zodra uw aanvraag wordt toegekend, ontvangt u hierover een e-mailbericht."
"welcome_text_cust_head";"<b>WELKOM OP DEZE GENEALOGIE WEBSITE</b><br /><br />Toegang is voorbehouden aan gebruikers die beschikken over een gebruikersnaam en wachtwoord voor deze site.<br />"
"which_links";"Welke koppelingen uit dit gezin wilt u nog meer toevoegen?"
"which_p_links";"Welke koppelingen van deze persoon wilt u nog meer toevoegen?"
"wife";"Echtgenote"
"wife_added";"Vrouwelijke partner is toegevoegd."
"wife_present";"Dit gezin heeft al een vrouwelijke partner."
"with";"met"
"with_selected";"Met geselecteerd"
"witness";"Getuige"
"wrong_md5";"Verkeerde versie aanwezig van:"
"xreftorin";"Omzetten XREF ID's naar RIN-nummer"
"year";"Jaar:"
"year1";"jaar"
"year_anniversary";"#year_var# jaar geleden"
"year_error";"Sorry, datums voor 1970 worden in het maandoverzicht niet ondersteund."
"year_range_end";"Jaar tot"
"year_range_start";"Jaar vanaf"
"yearly";"Jaarlijks"
"years";"jaren"
"yes";"Ja"
"you_may";"U kunt:"
"you_may_login";"door de Beheerder. U kunt nu aanloggen op de website door op de onderstaande koppeling te klikken."
"zoom_box";"In/uitzoomen op dit vak."
"zoom_in";"Inzoomen"
"zoom_out";"Uitzoomen"
"1";"1"
"2";"2"
"3";"3"
"4";"4"
"5";"5"
"6";"6"
"7";"7"
"8";"8"
"9";"9"
"10";"10"
"100";"100"
"1000";"1000"
